,obsid,obsdate,ra,dec,subclass,mag5,z,z_err,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err
56755,496305019,16/12/2016,122.976622,45.566937,G0,14.2869997,-0.00021675,1.20E-05,-64.98,3.59,4.128,0.074,5835.74,45.61,-0.515,0.049
16705,277612130,08/12/2014,132.519566,39.727654,F6,13.42599964,0.000167716,1.91E-05,50.28,5.73,4.271,0.13,6214.61,78.89,-0.198,0.085
43002,619805162,21/12/2017,29.350851,33.537252,A5,-999,-0.000239266,3.16E-05,-71.73,9.48,3.819,0.102,8177.72,62.75,0.739,0.055
68024,628413044,10/01/2018,136.7439808,18.7301771,K3,-999,0.000133592,1.94E-05,40.05,5.83,4.789,0.061,4905.95,46.57,-0.076,0.045
94002,14904116,12/12/2011,13.242577,37.849017,F9,17.77160072,-0.000102538,2.81E-05,-30.74,8.43,4.433,0.236,5647.11,140.46,0.098,0.154
38989,490707150,08/12/2016,65.751551,9.3574861,G8,19.03059959,0.0002274,1.18E-05,,,,,,,,
90820,335914144,20/03/2015,220.839101,13.55936,G7,16.36709976,-7.09E-05,2.51E-05,-21.27,7.51,4.435,0.137,5424.26,85.86,-0.099,0.09
26388,285007054,24/12/2014,173.3137893,31.6085719,G2,-999,0.000138529,2.99E-05,41.53,8.97,1.442,0.203,4719.98,123.14,-1.723,0.133
38659,265105235,12/11/2014,93.464772,34.070744,F2,14.51550007,8.65E-05,1.07E-05,25.93,3.21,4.372,0.045,6052.89,30.35,-0.224,0.031
25184,642205007,05/02/2018,219.613599,32.260451,K3,17.65250015,-0.000130023,5.64E-05,-38.98,16.91,4.565,0.183,4766.6,137.57,0.117,0.133
45830,301407179,21/01/2015,97.873348,22.582904,F5,-999,0.000335365,2.84E-05,100.54,8.5,3.953,0.207,6207.09,124.37,-0.692,0.135
68651,381706113,03/11/2015,332.9406348,2.3065423,K7,-999,-0.00057911,8.99E-06,,,,,,,,
55948,173902057,04/11/2013,8.369612,5.6013292,G8,-999,6.28E-05,1.45E-05,,,,,,,,
35418,340611211,07/04/2015,175.784231,4.71293,G9,12.50300026,6.79E-05,1.60E-05,20.35,4.79,3.25,0.061,4934.31,42.6,-0.326,0.043
38699,170808002,26/10/2013,103.6039,34.568607,F9,-999,6.93E-05,4.14E-05,20.78,12.41,3.81,0.227,5780.93,142.5,-0.37,0.15
43895,263501145,09/11/2014,14.775146,32.290146,dM1,-999,-6.59E-05,6.30E-06,,,4.932,0.12,3754.03,59.66,,
35653,617301110,17/12/2017,120.84268,23.162426,dM0,-999,-4.72E-05,7.38E-06,,,4.718,0.15,3735.92,72.48,,
61092,532508054,09/02/2017,141.814233,46.659863,K5,13.13720036,-4.41E-05,7.05E-06,,,,,,,,
22121,293216050,07/01/2015,134.2199942,45.4903886,A1,-999,-4.83E-05,1.03E-05,,,,,,,,
28887,558108049,26/03/2017,231.2595834,32.8651515,F0,19.39749908,-0.000743848,2.53E-05,-223,7.59,4.207,0.114,6106.57,75.1,-1.093,0.077
2115,564409231,21/04/2017,258.7335383,26.5178464,F6,-999,-0.00010419,0.00014846,,,,,,,,
45375,152611045,11/05/2013,252.802666,44.47359,G3,-999,7.08E-05,3.83E-05,21.22,11.48,4.575,0.276,6011.12,166.22,0.07,0.18
91444,181603158,21/11/2013,104.35281,47.08088,K3,12.99510002,-8.05E-05,1.38E-05,-24.12,4.14,2.44,0.048,4187.04,34.95,-0.044,0.034
29574,600312147,10/11/2017,354.66568,39.622362,K1,18.88319969,6.44E-06,0.00054775,,,,,,,,
87908,792309130,19/01/2020,185.066256,17.284934,G8,-999,-2.81E-05,1.32E-05,-8.42,3.95,4.25,0.042,5590.3,29.59,0.152,0.025
9987,263911182,09/11/2014,118.0180581,5.3250278,F2,-999,0.000107641,1.20E-05,32.27,3.6,4.029,0.037,6025.43,27.57,-0.518,0.026
2007,87214242,30/11/2012,75.271531,47.558551,A9,-999,-4.43E-05,2.52E-05,,,,,,,,
85695,587408117,20/09/2017,352.89936,41.955674,K5,-999,-0.00012373,1.62E-05,,,,,,,,
67340,414407107,26/01/2016,188.927446,-3.204256,G7,-999,4.20E-05,1.28E-05,12.59,3.83,4.357,0.04,5504.48,28.66,0.157,0.024
43020,87502113,30/11/2012,0.792549,34.413429,F5,-999,-1.07E-05,3.69E-05,-3.22,11.06,4.046,0.23,6112.39,141,-0.56,0.151
53126,402102223,07/01/2016,142.338783,33.8861412,G4,16.62759972,2.37E-06,2.73E-05,0.71,8.19,4.469,0.194,5418.29,116.74,-0.567,0.127
92799,451609048,12/04/2016,146.643676,54.046785,G1,15.03779984,-2.23E-05,2.37E-05,-6.69,7.1,4.42,0.169,5653.28,101.53,-0.721,0.11
54980,680401031,12/10/2018,314.81193,34.06653,F3,-999,-0.000263582,2.70E-05,-79.02,8.08,3.918,0.153,6805.42,95.48,-0.09,0.101
100011,125208181,21/02/2013,80.331138,40.134657,F9,17.58349991,-2.00E-05,5.54E-06,,,,,,,,
59335,205511238,10/01/2014,37.9237345,57.3158089,G1,-999,-2.35E-05,9.05E-06,,,,,,,,
88252,75301076,30/10/2012,334.435086,14.430096,F5,-999,-0.000115547,9.01E-06,-34.64,2.7,4.067,0.019,6502.33,14.83,-0.04,0.009
1226,55210129,28/09/2012,13.386178,2.353118,G2,14.0237999,0.00011276,8.04E-06,,,,,,,,
14384,73103100,25/10/2012,85.490245,24.662105,F5,-999,-1.33E-05,1.59E-05,-3.99,4.77,4.168,0.049,6418.43,36.84,-0.393,0.035
7007,66909052,13/10/2012,320.609611,-1.965119,G3,15.69830036,-5.26E-05,2.23E-05,-15.77,6.69,4.517,0.158,5939.68,95.08,-0.299,0.103
30328,169113209,23/10/2013,333.77817,21.981522,G0,-999,0.000138696,1.18E-05,41.58,3.53,4.165,0.034,6064.02,24.43,-0.011,0.02
88770,686310228,01/11/2018,72.662411,-1.4005579,K7,-999,-0.00018734,0.00023594,,,,,,,,
44094,606405109,23/11/2017,113.14432,26.390535,K5,15.84630013,-0.000190632,1.63E-05,-57.15,4.88,4.725,0.07,4321.15,47.02,-0.152,0.048
93120,641615054,04/02/2018,213.4623519,34.1457867,K4,12.26480007,-4.55E-05,1.65E-05,-13.65,4.95,4.711,0.052,4577.96,37.04,0.026,0.031
6233,174406235,05/11/2013,114.14483,34.353758,dM4,-999,4.58E-05,7.49E-06,,,4.674,0.21,3234.81,100.65,,
88957,451403037,08/04/2016,242.3647062,-2.1714347,dM4,-999,-2.76E-05,7.85E-05,,,4.5,0.2,3554.22,102.57,,
55734,462207015,02/06/2016,232.476341,26.378959,G7,-999,-6.79E-05,2.24E-05,-20.37,6.72,4.113,0.164,5112.09,98.42,-0.39,0.107
54895,334707011,18/03/2015,264.156442,44.712601,G7,-999,-0.00021492,4.73E-06,,,,,,,,
7818,372707213,18/10/2015,66.3446541,-4.4900302,G9,-999,-6.74E-05,9.45E-06,,,,,,,,
22437,156014216,31/05/2013,263.6889437,33.5085678,G7,-999,3.99E-05,1.47E-05,11.95,4.42,4.352,0.052,5506.91,37.51,0.194,0.037
28950,315908105,09/02/2015,95.170768,29.120683,G8,18.75219917,0.00012465,8.15E-06,,,,,,,,
54295,678803110,07/10/2018,312.793826,8.205336,F5,-999,-0.000162079,2.16E-05,-48.59,6.49,4.391,0.068,6309.16,47.71,-0.324,0.041
59954,257616235,01/11/2014,103.68579,31.886765,K3,-999,4.47E-05,1.69E-05,13.39,5.06,4.677,0.053,4701.28,37.39,0.034,0.032
72148,628409144,10/01/2018,135.7315018,18.691078,K3,-999,-0.00413589,-1,,,,,,,,
90718,441302056,18/03/2016,264.5497511,-3.6879183,F9,-999,-0.00020821,6.71E-06,,,,,,,,
65386,7803094,24/11/2011,150.546352,-0.428382,G3,-999,-3.53E-05,2.08E-05,-10.59,6.24,4.338,0.17,5524.94,101.39,-0.473,0.111
95101,644216189,10/02/2018,133.06003,19.728363,K7,13.80000019,-0.000125387,1.54E-05,-37.59,4.63,4.571,0.049,4283.88,34.65,-0.108,0.03
40542,601605045,13/11/2017,98.5228308,26.1092289,F0,-999,0.000108875,1.38E-05,32.64,4.13,4.215,0.044,6841.72,30.97,-0.538,0.026
98723,475412105,03/11/2016,42.1686847,21.7488376,K5,19.92350006,3.21E-05,7.04E-06,,,,,,,,
101970,398204222,31/12/2015,66.276802,34.502807,F3,-999,5.49E-05,3.98E-05,,,,,,,,
14337,722615136,31/01/2019,64.835092,63.506118,dM2,14.68350029,-0.00016075,1.50E-05,,,4.875,0.18,3617.95,87.1,,
27211,299603218,18/01/2015,143.270831,40.61798,A8,-999,1.23E-05,0.00012864,,,,,,,,
22233,158206160,24/09/2013,323.98266,15.532721,G8,-999,-1.37E-05,2.12E-05,-4.11,6.37,4.563,0.082,5202.11,57.23,-0.14,0.057
75265,353810220,13/09/2015,288.44839,49.714031,G6,14.98560047,-6.76E-05,1.51E-05,-20.27,4.54,4.58,0.048,5584.34,33.9,0.008,0.029
80575,442612188,20/03/2016,202.0356598,-4.1829801,G6,-999,-8.40E-05,1.96E-05,-25.18,5.87,4.009,0.053,5595.31,39.06,0.135,0.031
95964,20909101,24/12/2011,69.291371,29.943849,dM2,17.7567997,-0.00011341,2.19E-05,,,4.853,0.21,3411.95,100.76,,
29328,379007090,30/10/2015,68.84274833,49.3106575,G5,-999,-9.80E-05,1.88E-05,-29.37,5.64,2.527,0.038,4463.25,30.94,-0.153,0.018
